rank_in_chain	mark_ref	matt_ref	score	op_index	op	mark_segment	matt_segment
37	Mark 2:27	Matt 12:5	0.291961	5	replace	ουχ ο ανθρωποσ δια το σαββατον	αναιτιοι εισιν
38	Mark 2:28	Matt 12:8	0.607873	1	delete	ωστε	
38	Mark 2:28	Matt 12:8	0.607873	2	equal	κυριοσ	κυριοσ
38	Mark 2:28	Matt 12:8	0.607873	3	insert		γαρ
38	Mark 2:28	Matt 12:8	0.607873	4	equal	εστιν	εστιν
38	Mark 2:28	Matt 12:8	0.607873	5	insert		του σαββατου
38	Mark 2:28	Matt 12:8	0.607873	6	equal	ο υιοσ του ανθρωπου	ο υιοσ του ανθρωπου
38	Mark 2:28	Matt 12:8	0.607873	7	delete	και του σαββατου	
39	Mark 3:1	Matt 12:9	0.317048	1	equal	και	και
39	Mark 3:1	Matt 12:9	0.317048	2	replace	εισηλθεν παλιν	μεταβασ εκειθεν ηλθεν
39	Mark 3:1	Matt 12:9	0.317048	3	equal	εισ	εισ
39	Mark 3:1	Matt 12:9	0.317048	4	insert		την
39	Mark 3:1	Matt 12:9	0.317048	5	equal	συναγωγην	συναγωγην
39	Mark 3:1	Matt 12:9	0.317048	6	replace	και ην εκει ανθρωποσ εξηραμμενην εχων την χειρα	αυτων
40	Mark 3:2	Matt 12:10	0.413408	1	equal	και	και
40	Mark 3:2	Matt 12:10	0.413408	2	replace	παρετηρουν	ιδου ανθρωποσ χειρα εχων ξηραν και επηρωτησαν
40	Mark 3:2	Matt 12:10	0.413408	3	equal	αυτον	αυτον
40	Mark 3:2	Matt 12:10	0.413408	4	insert		λεγοντεσ
40	Mark 3:2	Matt 12:10	0.413408	5	equal	ει	ει
40	Mark 3:2	Matt 12:10	0.413408	6	insert		εξεστι
40	Mark 3:2	Matt 12:10	0.413408	7	equal	τοισ σαββασιν	τοισ σαββασιν
40	Mark 3:2	Matt 12:10	0.413408	8	replace	θεραπευσει αυτον	θεραπευειν
40	Mark 3:2	Matt 12:10	0.413408	9	equal	ινα κατηγορησωσιν αυτου	ινα κατηγορησωσιν αυτου
41	Mark 3:4	Matt 12:12	0.253436	1	replace	και λεγει αυτοισ	ποσω ουν διαφερει ανθρωποσ προβατου ωστε
41	Mark 3:4	Matt 12:12	0.253436	2	equal	εξεστιν τοισ σαββασιν	εξεστιν τοισ σαββασιν
41	Mark 3:4	Matt 12:12	0.253436	3	replace	αγαθοποιησαι η κακοποιησαι ψυχην σωσαι η αποκτειναι οι δε εσιωπων	καλωσ ποιειν
42	Mark 3:5	Matt 12:13	0.488182	1	replace	και περιβλεψαμενοσ αυτουσ μετ οργησ συλλυπουμενοσ επι τη πωρωσει τησ καρδιασ αυτων	τοτε
42	Mark 3:5	Matt 12:13	0.488182	2	equal	λεγει τω ανθρωπω εκτεινον	λεγει τω ανθρωπω εκτεινον
42	Mark 3:5	Matt 12:13	0.488182	3	insert		σου
42	Mark 3:5	Matt 12:13	0.488182	4	equal	την χειρα και εξετεινεν και απεκατεσταθη	την χειρα και εξετεινεν και απεκατεσταθη
42	Mark 3:5	Matt 12:13	0.488182	5	insert		υγιησ ωσ
42	Mark 3:5	Matt 12:13	0.488182	6	equal	η	η
42	Mark 3:5	Matt 12:13	0.488182	7	replace	χειρ αυτου	αλλη
43	Mark 3:6	Matt 12:14	0.579413	1	delete	και	
43	Mark 3:6	Matt 12:14	0.579413	2	equal	εξελθοντεσ	εξελθοντεσ
43	Mark 3:6	Matt 12:14	0.579413	3	insert		δε
43	Mark 3:6	Matt 12:14	0.579413	4	equal	οι φαρισαιοι	οι φαρισαιοι
43	Mark 3:6	Matt 12:14	0.579413	5	delete	ευθυσ μετα των ηρωδιανων	
43	Mark 3:6	Matt 12:14	0.579413	6	equal	συμβουλιον	συμβουλιον
43	Mark 3:6	Matt 12:14	0.579413	7	replace	εδιδουν	ελαβον
43	Mark 3:6	Matt 12:14	0.579413	8	equal	κατ αυτου οπωσ αυτον απολεσωσιν	κατ αυτου οπωσ αυτον απολεσωσιν
44	Mark 3:7	Matt 12:15	0.326411	1	insert		ο δε ιησουσ γνουσ ανεχωρησεν εκειθεν
44	Mark 3:7	Matt 12:15	0.326411	2	equal	και	και
44	Mark 3:7	Matt 12:15	0.326411	3	replace	ο ιησουσ μετα των μαθητων αυτου ανεχωρησεν προσ την θαλασσαν	ηκολουθησαν αυτω πολλοι
44	Mark 3:7	Matt 12:15	0.326411	4	equal	και	και
44	Mark 3:7	Matt 12:15	0.326411	5	replace	πολυ πληθοσ απο τησ γαλιλαιασ ηκολουθησεν και απο τησ ιουδαιασ	εθεραπευσεν αυτουσ παντασ
45	Mark 3:12	Matt 12:16	0.590689	1	equal	και	και
45	Mark 3:12	Matt 12:16	0.590689	2	replace	πολλα επετιμα	επετιμησεν
45	Mark 3:12	Matt 12:16	0.590689	3	equal	αυτοισ ινα μη	αυτοισ ινα μη
45	Mark 3:12	Matt 12:16	0.590689	4	insert		φανερον
45	Mark 3:12	Matt 12:16	0.590689	5	equal	αυτον	αυτον
45	Mark 3:12	Matt 12:16	0.590689	6	delete	φανερον	
45	Mark 3:12	Matt 12:16	0.590689	7	equal	ποιησωσιν	ποιησωσιν
46	Mark 3:22	Matt 12:24	0.403467	1	delete	και	
46	Mark 3:22	Matt 12:24	0.403467	2	equal	οι	οι
46	Mark 3:22	Matt 12:24	0.403467	3	replace	γραμματεισ οι απο ιεροσολυμων καταβαντεσ ελεγον οτι βεελζεβουλ εχει και οτι	δε φαρισαιοι ακουσαντεσ ειπον ουτοσ ουκ εκβαλλει τα δαιμονια ει μη
46	Mark 3:22	Matt 12:24	0.403467	4	equal	εν τω	εν τω
46	Mark 3:22	Matt 12:24	0.403467	5	insert		βεελζεβουλ
46	Mark 3:22	Matt 12:24	0.403467	6	equal	αρχοντι των δαιμονιων	αρχοντι των δαιμονιων
46	Mark 3:22	Matt 12:24	0.403467	7	delete	εκβαλλει τα δαιμονια	
47	Mark 3:25	Matt 12:25	0.291908	1	insert		ειδωσ δε τασ ενθυμησεισ αυτων ειπεν αυτοισ πασα βασιλεια μερισθεισα καθ εαυτησ ερημουται
47	Mark 3:25	Matt 12:25	0.291908	2	equal	και	και
47	Mark 3:25	Matt 12:25	0.291908	3	replace	εαν οικια εφ εαυτην μερισθη ου δυνησεται	πασα πολισ
47	Mark 3:25	Matt 12:25	0.291908	4	equal	η οικια	η οικια
47	Mark 3:25	Matt 12:25	0.291908	5	replace	εκεινη σταθηναι	μερισθεισα καθ εαυτησ ου σταθησεται
48	Mark 3:26	Matt 12:26	0.396084	1	equal	και ει ο σατανασ	και ει ο σατανασ
48	Mark 3:26	Matt 12:26	0.396084	2	replace	ανεστη	τον σαταναν εκβαλλει
48	Mark 3:26	Matt 12:26	0.396084	3	equal	εφ εαυτον	εφ εαυτον
48	Mark 3:26	Matt 12:26	0.396084	4	delete	και	
48	Mark 3:26	Matt 12:26	0.396084	5	equal	εμερισθη	εμερισθη
48	Mark 3:26	Matt 12:26	0.396084	6	replace	ου δυναται στηναι αλλα τελοσ εχει	πωσ ουν σταθησεται η βασιλεια αυτου
49	Mark 3:27	Matt 12:29	0.570628	1	replace	αλλ ουδεισ	η πωσ
49	Mark 3:27	Matt 12:29	0.570628	2	equal	δυναται	δυναται
49	Mark 3:27	Matt 12:29	0.570628	3	insert		τισ εισελθειν
49	Mark 3:27	Matt 12:29	0.570628	4	equal	εισ την οικιαν του ισχυρου	εισ την οικιαν του ισχυρου
49	Mark 3:27	Matt 12:29	0.570628	5	replace	εισελθων	και
49	Mark 3:27	Matt 12:29	0.570628	6	equal	τα σκευη αυτου	τα σκευη αυτου
49	Mark 3:27	Matt 12:29	0.570628	7	replace	διαρπασαι	αρπασαι
49	Mark 3:27	Matt 12:29	0.570628	8	equal	εαν μη πρωτον	εαν μη πρωτον
49	Mark 3:27	Matt 12:29	0.570628	9	insert		δηση
49	Mark 3:27	Matt 12:29	0.570628	10	equal	τον ισχυρον	τον ισχυρον
49	Mark 3:27	Matt 12:29	0.570628	11	delete	δηση	
49	Mark 3:27	Matt 12:29	0.570628	12	equal	και τοτε την οικιαν αυτου διαρπασει	και τοτε την οικιαν αυτου διαρπασει
50	Mark 3:28	Matt 12:31	0.283065	1	replace	αμην	δια τουτο
50	Mark 3:28	Matt 12:31	0.283065	2	equal	λεγω υμιν	λεγω υμιν
50	Mark 3:28	Matt 12:31	0.283065	3	replace	οτι παντα	πασα αμαρτια και βλασφημια
50	Mark 3:28	Matt 12:31	0.283065	4	equal	αφεθησεται τοισ	αφεθησεται τοισ
50	Mark 3:28	Matt 12:31	0.283065	5	replace	υιοισ των ανθρωπων τα αμαρτηματα και αι βλασφημιαι οσα εαν βλασφημησωσιν	ανθρωποισ η δε του πνευματοσ βλασφημια ουκ αφεθησεται
51	Mark 3:31	Matt 12:46	0.410306	1	replace	και ερχονται	ετι δε αυτου λαλουντοσ τοισ οχλοισ ιδου
51	Mark 3:31	Matt 12:46	0.410306	2	equal	η μητηρ	η μητηρ
51	Mark 3:31	Matt 12:46	0.410306	3	delete	αυτου	
51	Mark 3:31	Matt 12:46	0.410306	4	equal	και οι αδελφοι αυτου	και οι αδελφοι αυτου
51	Mark 3:31	Matt 12:46	0.410306	5	replace	και	ειστηκεισαν
51	Mark 3:31	Matt 12:46	0.410306	6	equal	εξω	εξω
51	Mark 3:31	Matt 12:46	0.410306	7	replace	στηκοντεσ απεστειλαν προσ αυτον καλουντεσ αυτον	ζητουντεσ αυτω λαλησαι
52	Mark 3:32	Matt 12:47	0.623098	1	replace	και εκαθητο περι αυτον οχλοσ και λεγουσιν	ειπεν δε τισ
52	Mark 3:32	Matt 12:47	0.623098	2	equal	αυτω ιδου η μητηρ σου και οι αδελφοι σου εξω	αυτω ιδου η μητηρ σου και οι αδελφοι σου εξω
52	Mark 3:32	Matt 12:47	0.623098	3	replace	ζητουσιν σε	εστηκασιν ζητουντεσ σοι λαλησαι
53	Mark 3:33	Matt 12:48	0.641056	1	replace	και	ο δε
53	Mark 3:33	Matt 12:48	0.641056	2	equal	αποκριθεισ	αποκριθεισ
53	Mark 3:33	Matt 12:48	0.641056	3	replace	αυτοισ λεγει	ειπεν τω λεγοντι αυτω
53	Mark 3:33	Matt 12:48	0.641056	4	equal	τισ εστιν η μητηρ μου	τισ εστιν η μητηρ μου
53	Mark 3:33	Matt 12:48	0.641056	5	replace	η	και τινεσ εισιν
53	Mark 3:33	Matt 12:48	0.641056	6	equal	οι αδελφοι μου	οι αδελφοι μου
54	Mark 3:34	Matt 12:49	0.484167	1	equal	και	και
54	Mark 3:34	Matt 12:49	0.484167	2	replace	περιβλεψαμενοσ	εκτεινασ την χειρα αυτου επι
54	Mark 3:34	Matt 12:49	0.484167	3	equal	τουσ	τουσ
54	Mark 3:34	Matt 12:49	0.484167	4	replace	περι αυτον κυκλω καθημενουσ λεγει ιδε	μαθητασ αυτου ειπεν ιδου
54	Mark 3:34	Matt 12:49	0.484167	5	equal	η μητηρ μου και οι αδελφοι μου	η μητηρ μου και οι αδελφοι μου
55	Mark 3:35	Matt 12:50	0.600791	1	replace	οσ	οστισ
55	Mark 3:35	Matt 12:50	0.600791	2	equal	γαρ αν ποιηση το θελημα του	γαρ αν ποιηση το θελημα του
55	Mark 3:35	Matt 12:50	0.600791	3	replace	θεου ουτοσ	πατροσ μου του εν ουρανοισ αυτοσ μου
55	Mark 3:35	Matt 12:50	0.600791	4	equal	αδελφοσ	αδελφοσ
55	Mark 3:35	Matt 12:50	0.600791	5	delete	μου	
55	Mark 3:35	Matt 12:50	0.600791	6	equal	και αδελφη και μητηρ εστιν	και αδελφη και μητηρ εστιν
56	Mark 4:1	Matt 13:2	0.482851	1	equal	και	και
56	Mark 4:1	Matt 13:2	0.482851	2	replace	παλιν ηρξατο διδασκειν παρα την θαλασσαν και συναγεται	συνηχθησαν
56	Mark 4:1	Matt 13:2	0.482851	3	equal	προσ αυτον	προσ αυτον
56	Mark 4:1	Matt 13:2	0.482851	4	replace	οχλοσ πλειστοσ	οχλοι πολλοι
56	Mark 4:1	Matt 13:2	0.482851	5	equal	ωστε αυτον εισ πλοιον εμβαντα καθησθαι	ωστε αυτον εισ πλοιον εμβαντα καθησθαι
56	Mark 4:1	Matt 13:2	0.482851	6	delete	εν τη θαλασση	
56	Mark 4:1	Matt 13:2	0.482851	7	equal	και πασ ο οχλοσ	και πασ ο οχλοσ
56	Mark 4:1	Matt 13:2	0.482851	8	delete	προσ την θαλασσαν	
56	Mark 4:1	Matt 13:2	0.482851	9	equal	επι	επι
56	Mark 4:1	Matt 13:2	0.482851	10	replace	τησ γησ ησαν	τον αιγιαλον ειστηκει
57	Mark 4:3	Matt 13:3	0.560534	1	replace	ακουετε	και ελαλησεν αυτοισ πολλα εν παραβολαισ λεγων
57	Mark 4:3	Matt 13:3	0.560534	2	equal	ιδου εξηλθεν ο σπειρων	ιδου εξηλθεν ο σπειρων
57	Mark 4:3	Matt 13:3	0.560534	3	replace	σπειραι	του σπειρειν
58	Mark 4:4	Matt 13:4	0.74317	1	equal	και	και
58	Mark 4:4	Matt 13:4	0.74317	2	delete	εγενετο	
58	Mark 4:4	Matt 13:4	0.74317	3	equal	εν τω σπειρειν	εν τω σπειρειν
58	Mark 4:4	Matt 13:4	0.74317	4	replace	ο	αυτον α
58	Mark 4:4	Matt 13:4	0.74317	5	equal	μεν επεσεν παρα την οδον και	μεν επεσεν παρα την οδον και
58	Mark 4:4	Matt 13:4	0.74317	6	replace	ηλθεν	ελθοντα
58	Mark 4:4	Matt 13:4	0.74317	7	equal	τα πετεινα	τα πετεινα
58	Mark 4:4	Matt 13:4	0.74317	8	delete	και	
58	Mark 4:4	Matt 13:4	0.74317	9	equal	κατεφαγεν	κατεφαγεν
58	Mark 4:4	Matt 13:4	0.74317	10	replace	αυτο	αυτα
59	Mark 4:5	Matt 13:5	0.765061	1	replace	και αλλο	αλλα δε
59	Mark 4:5	Matt 13:5	0.765061	2	equal	επεσεν επι	επεσεν επι
59	Mark 4:5	Matt 13:5	0.765061	3	replace	το πετρωδεσ	τα πετρωδη
59	Mark 4:5	Matt 13:5	0.765061	4	equal	οπου ουκ ειχεν γην πολλην και	οπου ουκ ειχεν γην πολλην και
59	Mark 4:5	Matt 13:5	0.765061	5	replace	ευθυσ	ευθεωσ
59	Mark 4:5	Matt 13:5	0.765061	6	equal	εξανετειλεν δια το μη εχειν βαθοσ γησ	εξανετειλεν δια το μη εχειν βαθοσ γησ
60	Mark 4:6	Matt 13:6	0.780683	1	replace	και οτε ανετειλεν ο ηλιοσ	ηλιου δε ανατειλαντοσ
60	Mark 4:6	Matt 13:6	0.780683	2	equal	εκαυματισθη και δια το μη εχειν ριζαν εξηρανθη	εκαυματισθη και δια το μη εχειν ριζαν εξηρανθη
61	Mark 4:7	Matt 13:7	0.613293	1	replace	και αλλο	αλλα δε
61	Mark 4:7	Matt 13:7	0.613293	2	equal	επεσεν	επεσεν
61	Mark 4:7	Matt 13:7	0.613293	3	replace	εισ	επι
61	Mark 4:7	Matt 13:7	0.613293	4	equal	τασ ακανθασ και ανεβησαν αι ακανθαι και	τασ ακανθασ και ανεβησαν αι ακανθαι και
61	Mark 4:7	Matt 13:7	0.613293	5	replace	συνεπνιξαν αυτο και καρπον ουκ εδωκεν	επνιξαν αυτα
62	Mark 4:8	Matt 13:8	0.529353	1	delete	και	
62	Mark 4:8	Matt 13:8	0.529353	2	equal	αλλα	αλλα
62	Mark 4:8	Matt 13:8	0.529353	3	insert		δε
62	Mark 4:8	Matt 13:8	0.529353	4	equal	επεσεν	επεσεν
62	Mark 4:8	Matt 13:8	0.529353	5	replace	εισ	επι
62	Mark 4:8	Matt 13:8	0.529353	6	equal	την γην την καλην και εδιδου καρπον	την γην την καλην και εδιδου καρπον
62	Mark 4:8	Matt 13:8	0.529353	7	replace	αναβαινοντα και αυξανομενα και εφερεν εν	ο μεν εκατον ο δε εξηκοντα ο δε
62	Mark 4:8	Matt 13:8	0.529353	8	equal	τριακοντα	τριακοντα
62	Mark 4:8	Matt 13:8	0.529353	9	delete	και εν εξηκοντα και εν εκατον	
63	Mark 4:9	Matt 13:9	0.460482	1	replace	και ελεγεν οσ εχει	ο εχων
63	Mark 4:9	Matt 13:9	0.460482	2	equal	ωτα	ωτα
63	Mark 4:9	Matt 13:9	0.460482	3	delete	ακουειν	
63	Mark 4:9	Matt 13:9	0.460482	4	equal	ακουετω	ακουετω
64	Mark 4:11	Matt 13:11	0.346464	1	replace	και ελεγεν	ο δε αποκριθεισ ειπεν
64	Mark 4:11	Matt 13:11	0.346464	2	equal	αυτοισ	αυτοισ
64	Mark 4:11	Matt 13:11	0.346464	3	insert		οτι
64	Mark 4:11	Matt 13:11	0.346464	4	equal	υμιν	υμιν
64	Mark 4:11	Matt 13:11	0.346464	5	delete	το μυστηριον	
64	Mark 4:11	Matt 13:11	0.346464	6	equal	δεδοται	δεδοται
64	Mark 4:11	Matt 13:11	0.346464	7	insert		γνωναι τα μυστηρια
64	Mark 4:11	Matt 13:11	0.346464	8	equal	τησ βασιλειασ	τησ βασιλειασ
64	Mark 4:11	Matt 13:11	0.346464	9	replace	του θεου	των ουρανων
64	Mark 4:11	Matt 13:11	0.346464	10	equal	εκεινοισ δε	εκεινοισ δε
64	Mark 4:11	Matt 13:11	0.346464	11	replace	τοισ εξω εν παραβολαισ τα παντα γινεται	ου δεδοται
65	Mark 4:12	Matt 13:14	0.336178	1	replace	ινα	και αναπληρουται αυτοισ η προφητεια ησαιου η λεγουσα ακοη ακουσετε και ου μη συνητε και
65	Mark 4:12	Matt 13:14	0.336178	2	equal	βλεποντεσ	βλεποντεσ
65	Mark 4:12	Matt 13:14	0.336178	3	replace	βλεπωσι	βλεψετε
65	Mark 4:12	Matt 13:14	0.336178	4	equal	και	και
65	Mark 4:12	Matt 13:14	0.336178	5	insert		ου
65	Mark 4:12	Matt 13:14	0.336178	6	equal	μη	μη
65	Mark 4:12	Matt 13:14	0.336178	7	replace	ιδωσιν και ακουοντεσ ακουωσι και μη συνιωσιν μηποτε επιστρεψωσιν και αφεθη αυτοισ	ιδητε
66	Mark 4:15	Matt 13:19	0.434444	1	replace	ουτοι δε εισιν οι	παντοσ ακουοντοσ τον λογον τησ βασιλειασ και μη συνιεντοσ ερχεται ο πονηροσ και αρπαζει το εσπαρμενον εν τη καρδια αυτου ουτοσ εστιν ο
66	Mark 4:15	Matt 13:19	0.434444	2	equal	παρα την οδον	παρα την οδον
66	Mark 4:15	Matt 13:19	0.434444	3	replace	οπου σπειρεται ο λογοσ και οταν ακουσωσιν ευθυσ ερχεται ο σατανασ και αιρει τον λογον τον εσπαρμενον εισ αυτουσ	σπαρεισ
67	Mark 4:16	Matt 13:20	0.617573	1	replace	και ουτοι εισιν ομοιωσ οι	ο δε
67	Mark 4:16	Matt 13:20	0.617573	2	equal	επι τα πετρωδη	επι τα πετρωδη
67	Mark 4:16	Matt 13:20	0.617573	3	replace	σπειρομενοι οι οταν ακουσωσιν	σπαρεισ ουτοσ εστιν ο
67	Mark 4:16	Matt 13:20	0.617573	4	equal	τον λογον	τον λογον
67	Mark 4:16	Matt 13:20	0.617573	5	insert		ακουων και
67	Mark 4:16	Matt 13:20	0.617573	6	equal	ευθυσ μετα χαρασ	ευθυσ μετα χαρασ
67	Mark 4:16	Matt 13:20	0.617573	7	replace	λαμβανουσιν	λαμβανων
67	Mark 4:16	Matt 13:20	0.617573	8	equal	αυτον	αυτον
